title,recipe_link,img_link,ingredients,yield,nutrients,region,subregion,meal_type,total_calories,total_protein,total_fat,total_carb
Buttery Soft Pretzels,https://www.allrecipes.com/recipe/24272/buttery-soft-pretzels/,https://www.allrecipes.com/thmb/Q05HrtvLCBa5s91o5brMv2sS_XQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/24272-buttery-soft-pretzels-Beauty-1x1-2769-e9ef56eb27184d408f18ebca36e77d38.jpg,"['1.25 cups warm water (110 degrees F/45 degrees C), or more as needed', '4 teaspoons active dry yeast', '1 teaspoon white sugar', '5 cups all-purpose flour', '0.5 cup white sugar', '1.5 teaspoons salt', '1 tablespoon vegetable oil, or more as needed', '0.5 cup baking soda', '4 cups hot water', '0.25 cup kosher salt, for topping']",12 servings,"{'calories': '237 kcal', 'carbohydrateContent': '49 g', 'fiberContent': '2 g', 'proteinContent': '6 g', 'saturatedFatContent': '0 g', 'sodiumContent': '4681 mg', 'sugarContent': '9 g', 'fatContent': '2 g', 'unsaturatedFatContent': '0 g'}",european,german,bread,2850.19,71.03,20.93,587.7
Buttery Soft Pretzels,https://www.allrecipes.com/recipe/24272/buttery-soft-pretzels/,https://www.allrecipes.com/thmb/Q05HrtvLCBa5s91o5brMv2sS_XQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/24272-buttery-soft-pretzels-Beauty-1x1-2769-e9ef56eb27184d408f18ebca36e77d38.jpg,"['1.25 cups warm water (110 degrees F/45 degrees C), or more as needed', '4 teaspoons active dry yeast', '1 teaspoon white sugar', '5 cups all-purpose flour', '0.5 cup white sugar', '1.5 teaspoons salt', '1 tablespoon vegetable oil, or more as needed', '0.5 cup baking soda', '4 cups hot water', '0.25 cup kosher salt, for topping']",12 servings,"{'calories': '237 kcal', 'carbohydrateContent': '49 g', 'fiberContent': '2 g', 'proteinContent': '6 g', 'saturatedFatContent': '0 g', 'sodiumContent': '4681 mg', 'sugarContent': '9 g', 'fatContent': '2 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,"appetizer,appetizer,bread,bread",2850.19,71.03,20.93,587.7
Bánh Xèo (Vietnamese Crêpes),https://www.allrecipes.com/recipe/247054/banh-xeo-vietnamese-crepes/,https://www.allrecipes.com/thmb/1B8oWy8EA7S3Pu9SPevAbDDV7Es=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Banh-Xeo-2000-a3340e73ebbc4dac950f3f0976718fce.jpg,"['1 cup rice flour', '0.5 teaspoon white sugar', '0.5 teaspoon salt', '0.25 teaspoon ground turmeric', '1 cup coconut milk', '0.5 cup water', '2 tablespoons vegetable oil, divided, or as needed', '2 tablespoons minced shallot', '2 cloves garlic, minced, or more to taste', '0.75 pound fresh shrimp, peeled and deveined', '2 tablespoons fish sauce, or more to taste', 'salt to taste', '1 pound mung bean sprouts', '4 lettuce leaves, or as needed']",4 servings,"{'calories': '788 kcal', 'carbohydrateContent': '107 g', 'cholesterolContent': '129 mg', 'fiberContent': '20 g', 'proteinContent': '45 g', 'saturatedFatContent': '13 g', 'sodiumContent': '1053 mg', 'sugarContent': '9 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",asian,vietnamese,na,1773.93,109.84,79.59,168.09
Cabbage Apple Soup,https://www.allrecipes.com/recipe/230232/cabbage-apple-soup/,https://www.allrecipes.com/thmb/EK-SPPhE1iTntiy-j0RcoztMDOE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9313950-37a20270b6914ae68e94e3aa42f40870.jpg,"['4 slices bacon, cut into 1 inch pieces', '1 tablespoon olive oil', '1 yellow onion, chopped', '3 cloves garlic, minced', '1 teaspoon caraway seeds', '0.5 apple, peeled and finely chopped', '5 cups vegetable broth', '0.5 cup apple cider', '1 head cabbage, cored and coarsely chopped', '2 tablespoons cider vinegar', '0.33333334326744 cup white sugar', '1 (12 ounce) loaf crusty bread']",6 servings,"{'calories': '370 kcal', 'carbohydrateContent': '67 g', 'cholesterolContent': '7 mg', 'fiberContent': '8 g', 'proteinContent': '13 g', 'saturatedFatContent': '2 g', 'sodiumContent': '930 mg', 'sugarContent': '27 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,state_mi,na,2023.86,66.91,43.36,356.12
Cabbage Balushka or Cabbage and Noodles,https://www.allrecipes.com/recipe/220717/cabbage-balushka-or-cabbage-and-noodles/,https://www.allrecipes.com/thmb/xFHNYxqdE9wnshYKEdCB9HKG2sA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3189876-9d6b5506cf8a4fb4b9d53873ed851614.jpg,"['1 (16 ounce) package egg noodles', '0.5 cup butter', '1 large onion, chopped', '1 head cabbage, cored and chopped', 'salt and ground black pepper to taste']",6 servings,"{'calories': '482 kcal', 'carbohydrateContent': '67 g', 'cholesterolContent': '103 mg', 'fiberContent': '8 g', 'proteinContent': '14 g', 'saturatedFatContent': '11 g', 'sodiumContent': '161 mg', 'sugarContent': '9 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",european,eastern_european,na,1792.12,39.56,102.52,198.2
Cabbage Beef Soup,https://www.allrecipes.com/recipe/76042/cabbage-beef-soup/,https://www.allrecipes.com/thmb/x5l4HwLrgGzM7HiR6jPpbZbFkMg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8763-fbe1511e48eb4866908d8019a343dc7f.jpg,"['2 tablespoons vegetable oil', '1 pound ground beef', '0.5 large onion, chopped', '5 cups chopped cabbage', '2 (16 ounce) cans red kidney beans, drained', '2 cups water', '24 ounces tomato sauce', '4 beef bouillon cubes', '1.5 teaspoons ground cumin', '1 teaspoon salt', '1 teaspoon pepper']",10 servings,"{'calories': '211 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '28 mg', 'fiberContent': '7 g', 'proteinContent': '14 g', 'saturatedFatContent': '3 g', 'sodiumContent': '1154 mg', 'sugarContent': '4 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,soups_and_stews,3013.84,216.18,120.05,285.94
Cabbage Burgers,https://www.allrecipes.com/recipe/76487/cabbage-burgers/,https://www.allrecipes.com/thmb/snLDE7ka89PsXsqyk7fRiqCiizs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1889855-74c9163781d04a3f8fae9449eb25cc77.jpg,"['3 (1 pound) loaves frozen bread dough, thawed', '5 pounds ground beef', '0.25 cup water', '1 large head cabbage, chopped', '1 large onion, chopped', '2 cloves garlic, chopped', 'salt and freshly ground black pepper to taste', '2 tablespoons butter, melted']",18 servings,"{'calories': '468 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '80 mg', 'fiberContent': '5 g', 'proteinContent': '30 g', 'saturatedFatContent': '7 g', 'sodiumContent': '518 mg', 'sugarContent': '6 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",usa,state_ne,na,6472.87,616.65,417.12,23.44
Cabbage Burgers,https://www.allrecipes.com/recipe/76487/cabbage-burgers/,https://www.allrecipes.com/thmb/snLDE7ka89PsXsqyk7fRiqCiizs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1889855-74c9163781d04a3f8fae9449eb25cc77.jpg,"['3 (1 pound) loaves frozen bread dough, thawed', '5 pounds ground beef', '0.25 cup water', '1 large head cabbage, chopped', '1 large onion, chopped', '2 cloves garlic, chopped', 'salt and freshly ground black pepper to taste', '2 tablespoons butter, melted']",18 servings,"{'calories': '468 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '80 mg', 'fiberContent': '5 g', 'proteinContent': '30 g', 'saturatedFatContent': '7 g', 'sodiumContent': '518 mg', 'sugarContent': '6 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",usa,state_sd,na,6472.87,616.65,417.12,23.44
Cabbage Jambalaya,https://www.allrecipes.com/recipe/36110/cabbage-jambalaya/,https://www.allrecipes.com/thmb/v9DclGFWnKe6M7WuMxPIwgRKC30=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/900365-cabbage-jambalaya-Rock_lobster-1x1-1-9e37a564576d406b8a9145d9528ded9b.jpg,"['1 pound ground beef', '1 pound smoked sausage, cut into 1/4-inch slices', '1 onion, chopped', '3 stalks celery, chopped', '1 clove garlic, chopped', '1 medium head cabbage, chopped', '1 (14.5 ounce) can stewed tomatoes', '14.5 fluid ounces water', '1 cup uncooked rice', '1 pinch garlic salt, or to taste']",6 servings,"{'calories': '550 kcal', 'carbohydrateContent': '45 g', 'cholesterolContent': '96 mg', 'fiberContent': '5 g', 'proteinContent': '29 g', 'saturatedFatContent': '11 g', 'sodiumContent': '1610 mg', 'sugarContent': '11 g', 'fatContent': '29 g', 'unsaturatedFatContent': '0 g'}",usa,cajun_creole,soups_and_stews,3532.78,197.1,208.98,205.35
Cabbage Jambalaya,https://www.allrecipes.com/recipe/36110/cabbage-jambalaya/,https://www.allrecipes.com/thmb/v9DclGFWnKe6M7WuMxPIwgRKC30=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/900365-cabbage-jambalaya-Rock_lobster-1x1-1-9e37a564576d406b8a9145d9528ded9b.jpg,"['1 pound ground beef', '1 pound smoked sausage, cut into 1/4-inch slices', '1 onion, chopped', '3 stalks celery, chopped', '1 clove garlic, chopped', '1 medium head cabbage, chopped', '1 (14.5 ounce) can stewed tomatoes', '14.5 fluid ounces water', '1 cup uncooked rice', '1 pinch garlic salt, or to taste']",6 servings,"{'calories': '550 kcal', 'carbohydrateContent': '45 g', 'cholesterolContent': '96 mg', 'fiberContent': '5 g', 'proteinContent': '29 g', 'saturatedFatContent': '11 g', 'sodiumContent': '1610 mg', 'sugarContent': '11 g', 'fatContent': '29 g', 'unsaturatedFatContent': '0 g'}",usa,southern,"soups_and_stews,soups_and_stews",3532.78,197.1,208.98,205.35
Cabbage Jambalaya,https://www.allrecipes.com/recipe/36110/cabbage-jambalaya/,https://www.allrecipes.com/thmb/v9DclGFWnKe6M7WuMxPIwgRKC30=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/900365-cabbage-jambalaya-Rock_lobster-1x1-1-9e37a564576d406b8a9145d9528ded9b.jpg,"['1 pound ground beef', '1 pound smoked sausage, cut into 1/4-inch slices', '1 onion, chopped', '3 stalks celery, chopped', '1 clove garlic, chopped', '1 medium head cabbage, chopped', '1 (14.5 ounce) can stewed tomatoes', '14.5 fluid ounces water', '1 cup uncooked rice', '1 pinch garlic salt, or to taste']",6 servings,"{'calories': '550 kcal', 'carbohydrateContent': '45 g', 'cholesterolContent': '96 mg', 'fiberContent': '5 g', 'proteinContent': '29 g', 'saturatedFatContent': '11 g', 'sodiumContent': '1610 mg', 'sugarContent': '11 g', 'fatContent': '29 g', 'unsaturatedFatContent': '0 g'}",usa,state_la,na,3532.78,197.1,208.98,205.35
Cabbage Lasagna,https://www.allrecipes.com/recipe/269558/cabbage-lasagna/,https://www.allrecipes.com/thmb/eisw-EO4-IcZtIgPlhT_jLzIwk0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6357204-cabbage-lasagna-Linda-N-from-Ohio-4x3-1-d48c2a001aa74ddca208bac9b7480ef5.jpg,"['1 pound lean ground beef', '1 medium onion, chopped', '1 tablespoon minced garlic', '0.5 cup grated carrots', '4 ounces mushroom pieces', '1 pound canned tomatoes', '1 tablespoon dried basil', '1 teaspoon white sugar', '1 teaspoon salt', '0.5 teaspoon thyme', '0.25 teaspoon nutmeg', '1 head cabbage', '24 ounces low-fat cottage cheese', '0.5 cup grated Parmesan cheese', '1 tablespoon parsley', '1.5 teaspoons salt', '1 teaspoon oregano', 'cooking spray', '2 cups grated part-skim mozzarella cheese', '0.5 cup grated Parmesan cheese']",12 servings,"{'calories': '235 kcal', 'carbohydrateContent': '14 g', 'cholesterolContent': '47 mg', 'fiberContent': '4 g', 'proteinContent': '24 g', 'saturatedFatContent': '5 g', 'sodiumContent': '1018 mg', 'sugarContent': '8 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",european,italian,main,2775.69,338.54,92.82,156.51
Cabbage and Kielbasa,https://www.allrecipes.com/recipe/18454/cabbage-and-kielbasa/,https://www.allrecipes.com/thmb/tVu0mMPXzHF5jBPaFHEZgCGmgec=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/938617-cd97bd4fbe0b411eb4f48e04e1ea8299.jpg,"['0.5 cup margarine', '1 onion, peeled and diced', '1 head savoy cabbage, shredded', '1 (15 ounce) can sliced potatoes', '1.5 pounds kielbasa sausage', '3 tablespoons red wine vinegar', 'salt and pepper to taste', '0.5 cup water']",6 servings,"{'calories': '568 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '75 mg', 'fiberContent': '6 g', 'proteinContent': '18 g', 'saturatedFatContent': '13 g', 'sodiumContent': '1408 mg', 'sugarContent': '6 g', 'fatContent': '46 g', 'unsaturatedFatContent': '0 g'}",european,german,"na,na",3587.59,99.46,294.42,142.63
Cabbage and Smoked Sausage Soup,https://www.allrecipes.com/recipe/77836/cabbage-and-smoked-sausage-soup/,https://www.allrecipes.com/thmb/bZZl1CWvmDA5TvVgWjhGSPbTMt4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/714650-9b79e956e840401d8460512138051b26.jpg,"['1 tablespoon vegetable oil', '1 onion, chopped', '1 pound smoked sausage, sliced', '3 cups water', '1 head cabbage, cored and coarsely chopped', '3 carrots, sliced', '3 stalks celery, sliced', '0.33333334326744 cup uncooked long grain white rice', '1 (15 ounce) can red beans, with liquid', '1 (8 ounce) can tomato sauce', '1 (28 ounce) can crushed tomatoes', '2 cubes chicken bouillon', 'salt to taste', '1 bay leaf', '0.5 teaspoon crushed dried thyme']",8 servings,"{'calories': '404 kcal', 'carbohydrateContent': '37 g', 'cholesterolContent': '39 mg', 'fiberContent': '10 g', 'proteinContent': '20 g', 'saturatedFatContent': '7 g', 'sodiumContent': '1618 mg', 'sugarContent': '10 g', 'fatContent': '21 g', 'unsaturatedFatContent': '0 g'}",european,italian,soups_and_stews,2992.1,131.35,149.17,311.87
Cadillac Pimento Cheese,https://www.allrecipes.com/recipe/81191/cadillac-pimento-cheese/,https://www.allrecipes.com/thmb/xtg9YP7NG9lYD6KCIxzXVahMEPk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/238889-38be07633a794662a546f168914c58fe.jpg,"['1.5 cups shredded processed American cheese food', '4 ounces cream cheese, softened', '0.5 cup mayonnaise', '1 (2 ounce) jar chopped pimento peppers', '0.25 teaspoon onion powder', '0.25 teaspoon cayenne pepper', '1 dash garlic powder']",16 servings,"{'calories': '161 kcal', 'carbohydrateContent': '1 g', 'cholesterolContent': '32 mg', 'fiberContent': '0 g', 'proteinContent': '6 g', 'saturatedFatContent': '7 g', 'sodiumContent': '401 mg', 'sugarContent': '0 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",usa,southern,appetizer,2224.09,67.07,200.27,40.72
Cadillac Pimento Cheese,https://www.allrecipes.com/recipe/81191/cadillac-pimento-cheese/,https://www.allrecipes.com/thmb/xtg9YP7NG9lYD6KCIxzXVahMEPk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/238889-38be07633a794662a546f168914c58fe.jpg,"['1.5 cups shredded processed American cheese food', '4 ounces cream cheese, softened', '0.5 cup mayonnaise', '1 (2 ounce) jar chopped pimento peppers', '0.25 teaspoon onion powder', '0.25 teaspoon cayenne pepper', '1 dash garlic powder']",16 servings,"{'calories': '161 kcal', 'carbohydrateContent': '1 g', 'cholesterolContent': '32 mg', 'fiberContent': '0 g', 'proteinContent': '6 g', 'saturatedFatContent': '7 g', 'sodiumContent': '401 mg', 'sugarContent': '0 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",usa,state_ms,na,2224.09,67.07,200.27,40.72
Caesar Salad Bites,https://www.allrecipes.com/recipe/236661/caesar-salad-bites/,https://www.allrecipes.com/thmb/cpnQPJykks5eqW7GO0fCTpgS0vg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1488452-b9a506b3d35c45ed94af6ea93c38be47.jpg,"['2 heads romaine lettuce, ribs removed', '0.5 cup Caesar salad dressing', '0.5 cup shredded Parmesan cheese']",12 servings,"{'calories': '63 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '7 mg', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '1 g', 'sodiumContent': '158 mg', 'sugarContent': '1 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",usa,state_ca,salad,1142.04,40.4,93.47,46.43
Caesar Salad I,https://www.allrecipes.com/recipe/14235/caesar-salad-i/,https://www.allrecipes.com/thmb/FMzzdlEVkRJeIfS3ZF4SAuudNLQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8145392-1e52f675261b413ba8c24ecaaf7a31bc.jpg,"['1 head romaine lettuce', '0.75 cup extra virgin olive oil', '3 tablespoons red wine vinegar', '1 teaspoon Worcestershire sauce', '0.5 teaspoon salt', '0.25 tablespoon ground mustard', '1 clove crushed garlic', '1 egg', '1 lemon, juiced', 'freshly ground black pepper', '0.25 cup grated Parmesan cheese', '1.5 cups garlic croutons', '1 (2 ounce) can anchovy filets']",5 servings,"{'calories': '544 kcal', 'carbohydrateContent': '25 g', 'cholesterolContent': '48 mg', 'fiberContent': '3 g', 'proteinContent': '12 g', 'saturatedFatContent': '6 g', 'sodiumContent': '992 mg', 'sugarContent': '1 g', 'fatContent': '44 g', 'unsaturatedFatContent': '0 g'}",usa,state_ca,salad,2381.59,67.46,207.41,69.97
Caipirinha,https://www.allrecipes.com/recipe/20210/caipirinha/,https://www.allrecipes.com/thmb/sK7M_6lT4aBtKWLYhKdd__CSgrA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3708561-caipirinha-sanzoe-1x1-1-7acaff2d8c974d078cbeee3c22be96e5.jpg,"['0.5 lime, quartered', '1 teaspoon white sugar', '2.5 fluid ounces cachaça (Brazilian rum)', '1 cup ice cubes']",1 serving,{},latin_american,south_american,na,283.8,0.23,0.07,7.71
Caipirinha,https://www.allrecipes.com/recipe/20210/caipirinha/,https://www.allrecipes.com/thmb/sK7M_6lT4aBtKWLYhKdd__CSgrA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3708561-caipirinha-sanzoe-1x1-1-7acaff2d8c974d078cbeee3c22be96e5.jpg,"['0.5 lime, quartered', '1 teaspoon white sugar', '2.5 fluid ounces cachaça (Brazilian rum)', '1 cup ice cubes']",1 serving,{},usa,state_ca,na,283.8,0.23,0.07,7.71
Caipirinha Cocktail,https://www.allrecipes.com/recipe/222877/caipirinha-cocktail/,https://www.allrecipes.com/thmb/Ppbs8wsivfPvJ91wxo_wx12gefU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/880363-4c0bf767b64747ac912605d23ac9236e.jpg,"['1 lime, quartered', '1 teaspoon white sugar', '2 fluid ounces cachaca (Brazilian rum)', '1.5 cups ice']",1 serving,"{'calories': '165 kcal', 'carbohydrateContent': '11 g', 'fiberContent': '2 g', 'proteinContent': '1 g', 'sodiumContent': '2 mg', 'sugarContent': '5 g', 'fatContent': '0 g', 'unsaturatedFatContent': '0 g'}",latin_american,south_american,na,261.75,0.47,0.13,11.24
Cajun Appetizer Meatballs,https://www.allrecipes.com/recipe/26593/cajun-appetizer-meatballs/,https://www.allrecipes.com/thmb/b3cQDoanFl20jW57gXUXagBxDLU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/519780-1a3930605cf74bdd9734bcb9482023c2.jpg,"['1 pound lean ground beef', '1.5 teaspoons hot pepper sauce', '2 tablespoons Cajun seasoning', '1 tablespoon Worcestershire sauce', '1 tablespoon dried parsley', '0.25 cup finely chopped onion', '0.25 cup fresh bread crumbs', '0.25 cup milk', '1 egg', '0.5 cup barbeque sauce', '0.5 cup peach preserves']",4 servings,"{'calories': '504 kcal', 'carbohydrateContent': '45 g', 'cholesterolContent': '133 mg', 'fiberContent': '1 g', 'proteinContent': '23 g', 'saturatedFatContent': '10 g', 'sodiumContent': '1272 mg', 'sugarContent': '36 g', 'fatContent': '25 g', 'unsaturatedFatContent': '0 g'}",usa,southern,appetizer,2000.66,144.88,63.1,205.36
Cajun Blackened Catfish,https://www.allrecipes.com/recipe/219185/cajun-blackened-catfish/,https://www.allrecipes.com/thmb/jluoMptJfSvDMMQ_lUS3vLzthNY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/845897-1a0f2ce338444b68852a9f9fd1c8e965.jpg,"['1 teaspoon kosher salt', '1 teaspoon ground black pepper', '1 teaspoon ground cayenne pepper', '1 teaspoon garlic powder', '1 teaspoon onion powder', '1 teaspoon paprika', '1 teaspoon dried parsley', '0.5 teaspoon dried oregano', '0.5 teaspoon dried thyme', '4 (4 ounce) catfish fillets, skinned', '0.75 cup unsalted butter']",4 servings,"{'calories': '466 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '144 mg', 'fiberContent': '1 g', 'proteinContent': '18 g', 'saturatedFatContent': '24 g', 'sodiumContent': '546 mg', 'sugarContent': '1 g', 'fatContent': '43 g', 'unsaturatedFatContent': '0 g'}",usa,cajun_creole,na,1914.3,86.8,171.49,8.95
Cajun Blackened Catfish,https://www.allrecipes.com/recipe/219185/cajun-blackened-catfish/,https://www.allrecipes.com/thmb/jluoMptJfSvDMMQ_lUS3vLzthNY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/845897-1a0f2ce338444b68852a9f9fd1c8e965.jpg,"['1 teaspoon kosher salt', '1 teaspoon ground black pepper', '1 teaspoon ground cayenne pepper', '1 teaspoon garlic powder', '1 teaspoon onion powder', '1 teaspoon paprika', '1 teaspoon dried parsley', '0.5 teaspoon dried oregano', '0.5 teaspoon dried thyme', '4 (4 ounce) catfish fillets, skinned', '0.75 cup unsalted butter']",4 servings,"{'calories': '466 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '144 mg', 'fiberContent': '1 g', 'proteinContent': '18 g', 'saturatedFatContent': '24 g', 'sodiumContent': '546 mg', 'sugarContent': '1 g', 'fatContent': '43 g', 'unsaturatedFatContent': '0 g'}",usa,southern,"main,main",1914.3,86.8,171.49,8.95
Cajun Blackened Catfish,https://www.allrecipes.com/recipe/219185/cajun-blackened-catfish/,https://www.allrecipes.com/thmb/jluoMptJfSvDMMQ_lUS3vLzthNY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/845897-1a0f2ce338444b68852a9f9fd1c8e965.jpg,"['1 teaspoon kosher salt', '1 teaspoon ground black pepper', '1 teaspoon ground cayenne pepper', '1 teaspoon garlic powder', '1 teaspoon onion powder', '1 teaspoon paprika', '1 teaspoon dried parsley', '0.5 teaspoon dried oregano', '0.5 teaspoon dried thyme', '4 (4 ounce) catfish fillets, skinned', '0.75 cup unsalted butter']",4 servings,"{'calories': '466 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '144 mg', 'fiberContent': '1 g', 'proteinContent': '18 g', 'saturatedFatContent': '24 g', 'sodiumContent': '546 mg', 'sugarContent': '1 g', 'fatContent': '43 g', 'unsaturatedFatContent': '0 g'}",usa,state_la,na,1914.3,86.8,171.49,8.95
Cajun Boudin,https://www.allrecipes.com/recipe/173206/cajun-boudin/,https://www.allrecipes.com/thmb/nvSe8DcDcFgOAPV50JetfHXp4Vs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4475900-cajun-boudin-Evelyn-Kellogg-4x3-1-ea7eaf8f951949da9e39f67778110ea0.jpg,"['2.5 pounds boneless pork shoulder, cubed', '1 pound pork liver, cut into pieces', '4 cups water', '2 cups uncooked white rice', '4 cups water', '1.25 cups green onions, chopped', '1 cup chopped onion', '0.5 cup minced celery', '1 red bell pepper, chopped', '1 cup chopped fresh parsley', '2 tablespoons finely chopped cilantro', '1 teaspoon minced garlic', '4 teaspoons salt', '2.5 teaspoons cayenne pepper', '1.5 teaspoons ground black pepper', '0.5 teaspoon red pepper flakes', '4 feet 1 1/2 inch diameter hog casings']",18 servings,"{'calories': '188 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '64 mg', 'fiberContent': '1 g', 'proteinContent': '11 g', 'saturatedFatContent': '2 g', 'sodiumContent': '551 mg', 'sugarContent': '1 g', 'fatContent': '7 g', 'servingSize': '4 1/2 pounds', 'unsaturatedFatContent': '0 g'}",usa,cajun_creole,na,5721.74,417.73,267.1,384.63
Cajun Boudin,https://www.allrecipes.com/recipe/173206/cajun-boudin/,https://www.allrecipes.com/thmb/nvSe8DcDcFgOAPV50JetfHXp4Vs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4475900-cajun-boudin-Evelyn-Kellogg-4x3-1-ea7eaf8f951949da9e39f67778110ea0.jpg,"['2.5 pounds boneless pork shoulder, cubed', '1 pound pork liver, cut into pieces', '4 cups water', '2 cups uncooked white rice', '4 cups water', '1.25 cups green onions, chopped', '1 cup chopped onion', '0.5 cup minced celery', '1 red bell pepper, chopped', '1 cup chopped fresh parsley', '2 tablespoons finely chopped cilantro', '1 teaspoon minced garlic', '4 teaspoons salt', '2.5 teaspoons cayenne pepper', '1.5 teaspoons ground black pepper', '0.5 teaspoon red pepper flakes', '4 feet 1 1/2 inch diameter hog casings']",18 servings,"{'calories': '188 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '64 mg', 'fiberContent': '1 g', 'proteinContent': '11 g', 'saturatedFatContent': '2 g', 'sodiumContent': '551 mg', 'sugarContent': '1 g', 'fatContent': '7 g', 'servingSize': '4 1/2 pounds', 'unsaturatedFatContent': '0 g'}",usa,southern,"main,main",5721.74,417.73,267.1,384.63
Cajun Cabbage Soup,https://www.allrecipes.com/recipe/240868/cajun-cabbage-soup/,https://www.allrecipes.com/thmb/MgKbhVV9VxLUHB-pogsUOchAMtY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2185150-be0610722d224f3b95314d7756e2041e.jpg,"['2 tablespoons butter', '3 leeks, halved and thinly sliced', '0.5 onion, chopped', '3 cloves garlic, minced', '3 stalks celery, diced', '3 carrots, diced', '1 small head cabbage, and thinly sliced', '3 cups water', '1 cup salsa', '0.33333334326744 cup ketchup', '4 cubes chicken bouillon', ""2 teaspoons Creole seasoning (such as Tony Chachere's®), or more to taste"", 'salt and ground black pepper to taste', '0.5 pound smoked sausage, thinly sliced']",8 servings,"{'calories': '221 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '27 mg', 'fiberContent': '5 g', 'proteinContent': '10 g', 'saturatedFatContent': '5 g', 'sodiumContent': '1522 mg', 'sugarContent': '10 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",usa,southern,soups_and_stews,1345.79,42.06,90.34,104.9
Cajun Cake,https://www.allrecipes.com/recipe/8253/cajun-cake/,https://www.allrecipes.com/thmb/lKflIkFXwKEgklI5XmL9xY4dl30=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4429492-55dd813ee531457b8b9eca7e79eb51fd.jpg,"['3 cups all-purpose flour', '1.5 cups white sugar', '2 teaspoons baking soda', '0.25 teaspoon salt', '1 (20 ounce) can crushed pineapple with juice', '2 eggs', '0.75 cup white sugar', '0.75 cup evaporated milk', '0.5 cup margarine', '1 cup chopped pecans', '1.5 cups flaked coconut']",12 servings,"{'calories': '492 kcal', 'carbohydrateContent': '77 g', 'cholesterolContent': '36 mg', 'fiberContent': '3 g', 'proteinContent': '7 g', 'saturatedFatContent': '5 g', 'sodiumContent': '402 mg', 'sugarContent': '50 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",usa,southern,dessert,5991.35,80.72,233.68,926.8
