title,recipe_link,img_link,ingredients,yield,nutrients,region,subregion,meal_type,total_calories,total_protein,total_fat,total_carb
Gochujang Pulled Pork in the Slow Cooker,https://www.allrecipes.com/recipe/261998/gochujang-pulled-pork-in-the-slow-cooker/,https://www.allrecipes.com/thmb/yWXqUwtmfHId3nN1w9ZT03X49wo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4558998-357266f9fc9e4cc7bdac4771872feadf.jpg,"['0.66666668653488 cup gochujang (Korean hot pepper paste)', '1 large onion, thinly sliced', '0.5 cup apple cider vinegar', '0.5 cup chicken stock', '0.25 cup honey', '0.25 cup brown sugar', '2 tablespoons fresh ginger', '1 tablespoon soy sauce', '1 tablespoon yellow mustard', '3 cloves garlic, minced', '1 tablespoon ground cinnamon', '1 teaspoon salt', '5 sprigs thyme, stemmed', '0.5 teaspoon ground black pepper', '1 (4 pound) boneless pork shoulder roast, trimmed', '0.25 cup butter, divided', '1 tablespoon all-purpose flour', '8 hamburger buns, split', '3 green onions, thinly sliced']",12 servings,"{'calories': '341 kcal', 'carbohydrateContent': '35 g', 'cholesterolContent': '67 mg', 'fiberContent': '2 g', 'proteinContent': '23 g', 'saturatedFatContent': '5 g', 'sodiumContent': '627 mg', 'sugarContent': '14 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",asian,korean,main,8054.43,477.07,453.53,501.55
Gochujang Sauce,https://www.allrecipes.com/recipe/242123/gochujang-sauce/,https://www.allrecipes.com/thmb/a0xTmPXCYR9cgX6ARig_gaN2O2g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6559395-fa0a0577e9ba4c2a8d733acdb9cbdcf3.jpg,"['2 tablespoons gochujang (Korean chile paste)', '2 tablespoons diagonally sliced green onions', '1 tablespoon soy sauce', '1 tablespoon rice vinegar', '2 cloves garlic, minced', '2 teaspoons toasted sesame seeds', '2 teaspoons white sugar', '2 teaspoons grated ginger', '1 teaspoon sesame oil']",4 servings,"{'calories': '39 kcal', 'carbohydrateContent': '4 g', 'fiberContent': '0 g', 'proteinContent': '1 g', 'saturatedFatContent': '0 g', 'sodiumContent': '544 mg', 'sugarContent': '2 g', 'fatContent': '2 g', 'unsaturatedFatContent': '0 g'}",usa,state_ny,"na,na",260.81,5.06,7.93,45.45
Godeungeo Jorim (Korean Braised Mackerel with Radish),https://www.allrecipes.com/recipe/246501/godeungeo-jorim-korean-braised-mackerel-with-radish/,https://www.allrecipes.com/thmb/_b7dP2-CEMZ8kr6beDgOoDW1E4Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5072714-godeungeo-jorim-korean-braised-mackerel-with-radish-mykoreaneats-4x3-1-de3e7bccdab94988872e07b91e00d43c.jpg,"['1 red chile pepper, seeded and minced', '1 green chile pepper, seeded and minced', '2 tablespoons cooking wine', '2 tablespoons gochugaru (Korean red pepper flakes)', '1 tablespoon gochujang (Korean chile paste)', '2 tablespoons soy sauce', '1 tablespoon brown sugar', '5 cloves garlic, minced', '0.5 teaspoon minced fresh ginger', '2 cups water', '1 daikon radish, halved lengthwise and sliced into 1/2-inch thick pieces', '2 whole mackerel - gutted, cleaned, and cut into 3-inch pieces', '2 green onions, sliced on the bias into 1/2-inch pieces']",4 servings,"{'calories': '178 kcal', 'carbohydrateContent': '14 g', 'cholesterolContent': '32 mg', 'fiberContent': '4 g', 'proteinContent': '13 g', 'saturatedFatContent': '1 g', 'sodiumContent': '776 mg', 'sugarContent': '7 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",asian,korean,"na,main",788.06,53.3,35.19,66.11
Goi Ga (Vietnamese Chicken and Cabbage Salad),https://www.allrecipes.com/recipe/271155/goi-ga-vietnamese-chicken-and-cabbage-salad/,https://www.allrecipes.com/thmb/tb1oVoHjUUDJBh0b3c6sAOZxE8Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/288032-6f971411c2474fcea1cca74b91ae5553.jpg,"['4 skinless cooked chicken breasts, shredded', '1 small head cabbage, finely shredded', '1 bunch fresh cilantro, chopped', '1 red onion, thinly sliced', '1 small carrot, peeled and cut into matchsticks', '0.5 cup white vinegar', '4 tablespoons white sugar', '2 tablespoons lime juice', '2 tablespoons fish sauce', '4 cloves garlic, minced', '0.5 teaspoon cayenne pepper', 'salt and ground black pepper to taste', '0.5 cup chopped roasted peanuts']",8 servings,"{'calories': '167 kcal', 'carbohydrateContent': '17 g', 'cholesterolContent': '26 mg', 'fiberContent': '4 g', 'proteinContent': '14 g', 'saturatedFatContent': '1 g', 'sodiumContent': '412 mg', 'sugarContent': '11 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",asian,vietnamese,na,1582.26,173.96,54.21,98.35
Golabki (Stuffed Cabbage Rolls),https://www.allrecipes.com/recipe/234975/golabki-stuffed-cabbage-rolls/,https://www.allrecipes.com/thmb/QkQdUGXYEdoDsK0yeEo-Z-TMjQ4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4568969-golabki-stuffed-cabbage-rolls-Phillip-4x3-1-2e077c4b42194a1d9af4282b92e6ac18.jpg,"['1 head cabbage, cored', '2 tablespoons butter', '1 large onion, chopped', '1 pound ground beef', '0.5 pound ground pork', '1.5 cups cooked rice', '1 teaspoon finely chopped garlic', '1 teaspoon salt, plus more to taste', '0.25 teaspoon ground black pepper, plus more to taste', '3 (10.75 ounce) cans condensed tomato soup', '2 (12 fluid ounce) cans tomato juice, or more to taste', '0.5 cup ketchup']",8 servings,"{'calories': '394 kcal', 'carbohydrateContent': '42 g', 'cholesterolContent': '61 mg', 'fiberContent': '5 g', 'proteinContent': '20 g', 'saturatedFatContent': '7 g', 'sodiumContent': '1429 mg', 'sugarContent': '20 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",european,eastern_european,"na,na",3230.92,215.38,153.47,255.63
Golden Sesame Balls,https://www.allrecipes.com/recipe/284414/golden-sesame-balls/,https://www.allrecipes.com/thmb/_gHXBb455yZfTBX_wwSwvSd2llc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4547698-0966b47e492341fea6b7b3e47fb8ee21.jpg,"['1 ounce white sugar', '0.33333334326744 ounce shortening', '3 ounces glutinous rice flour', '0.5 teaspoon baking powder', '2 ounces ice cold water', '0.5 cup white sesame seeds', '4 ounces white lotus paste', '2 cups vegetable oil for frying']",6 servings,"{'calories': '217 kcal', 'carbohydrateContent': '19 g', 'fiberContent': '2 g', 'proteinContent': '3 g', 'saturatedFatContent': '2 g', 'sodiumContent': '42 mg', 'sugarContent': '5 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",asian,chinese,appetizer,5023.31,27.27,477.55,176.95
Golden Wedding Punch,https://www.allrecipes.com/recipe/32577/golden-wedding-punch/,https://www.allrecipes.com/thmb/qv4qZehCgg7LDWbrzR2hLaM8pcE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/38968-18b8d5995c2f45e7a16076e63897ceed.jpg,"['1 (12 fluid ounce) can frozen orange juice concentrate', '1 (46 fluid ounce) can sweetened pineapple juice', '1.75 cups lemon juice', '2 cups white sugar', '1 gallon water']",40 servings,"{'calories': '76 kcal', 'carbohydrateContent': '19 g', 'fiberContent': '0 g', 'proteinContent': '0 g', 'sodiumContent': '4 mg', 'sugarContent': '13 g', 'unsaturatedFatContent': '0 g'}",usa,state_ca,na,2223.26,11.53,1.33,567.3
Golden Yam Brownies,https://www.allrecipes.com/recipe/78528/golden-yam-brownies/,https://www.allrecipes.com/thmb/DLcIjEePixf8baMWI5guoIXxS2M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1059053-70a5c73ef725427e9770ad083c423e87.jpg,"['1 cup butter', '1 cup packed brown sugar', '1 cup white sugar', '4 eggs', '2 teaspoons vanilla extract', '1.5 cups all-purpose flour', '1 teaspoon baking powder', '0.5 teaspoon salt', '2 cups peeled and finely shredded yam', ""1 cup confectioners' sugar"", '2 tablespoons butter or margarine', '2 tablespoons milk']",24 servings,"{'calories': '221 kcal', 'carbohydrateContent': '32 g', 'cholesterolContent': '54 mg', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '6 g', 'sodiumContent': '141 mg', 'sugarContent': '23 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,dessert,5052.94,51.95,229,711.97
Goldilocks Sweet Potato Pie,https://www.allrecipes.com/recipe/234167/goldilocks-sweet-potato-pie/,https://www.allrecipes.com/thmb/CO6Dn-lFN3pJoZtoCBNg4qQJxeQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5763166-7ab31044971f42938bca6dcbc2ba4396.jpg,"['1 pastry for a 9-inch pie crust', '1 pound sweet potatoes, boiled and mashed', '1 cup white sugar', '0.5 cup butter, melted', '0.5 cup milk', '2 eggs', '1 teaspoon vanilla extract', '0.5 teaspoon ground nutmeg', '0.5 teaspoon ground cinnamon']",8 servings,"{'calories': '398 kcal', 'carbohydrateContent': '50 g', 'cholesterolContent': '78 mg', 'fiberContent': '2 g', 'proteinContent': '5 g', 'saturatedFatContent': '10 g', 'sodiumContent': '265 mg', 'sugarContent': '29 g', 'fatContent': '21 g', 'unsaturatedFatContent': '0 g'}",usa,southern,dessert,3300.96,42.49,164.7,422.73
Gomen Wat,https://www.allrecipes.com/recipe/185093/gomen-wat/,https://www.allrecipes.com/thmb/HDCILlqrxb1beyfQUF7dvnRHn7U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1608544-gomen-wat-Donna-L.-Godfrey-4x3-1-48055137541f426e806580820a0baaf5.jpg,"['1 pound collard greens - rinsed, trimmed and chopped', '2 cups water', '1 tablespoon olive oil', '0.75 cup chopped onions', '8 cloves garlic, chopped', '1 tablespoon olive oil', '1.5 cups sliced green bell pepper', '1 tablespoon fresh lemon juice', '1 teaspoon salt', '0.5 teaspoon ground turmeric', '0.5 teaspoon paprika', '0.5 teaspoon ground allspice', '2 tablespoons minced fresh ginger root']",6 servings,"{'calories': '88 kcal', 'carbohydrateContent': '10 g', 'fiberContent': '4 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '408 mg', 'sugarContent': '2 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",african,east_african,na,579.93,18.65,31.54,70.09
Gomen Wat,https://www.allrecipes.com/recipe/185093/gomen-wat/,https://www.allrecipes.com/thmb/HDCILlqrxb1beyfQUF7dvnRHn7U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1608544-gomen-wat-Donna-L.-Godfrey-4x3-1-48055137541f426e806580820a0baaf5.jpg,"['1 pound collard greens - rinsed, trimmed and chopped', '2 cups water', '1 tablespoon olive oil', '0.75 cup chopped onions', '8 cloves garlic, chopped', '1 tablespoon olive oil', '1.5 cups sliced green bell pepper', '1 tablespoon fresh lemon juice', '1 teaspoon salt', '0.5 teaspoon ground turmeric', '0.5 teaspoon paprika', '0.5 teaspoon ground allspice', '2 tablespoons minced fresh ginger root']",6 servings,"{'calories': '88 kcal', 'carbohydrateContent': '10 g', 'fiberContent': '4 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '408 mg', 'sugarContent': '2 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",african,na,side,579.93,18.65,31.54,70.09
Gomen Wat,https://www.allrecipes.com/recipe/185093/gomen-wat/,https://www.allrecipes.com/thmb/HDCILlqrxb1beyfQUF7dvnRHn7U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1608544-gomen-wat-Donna-L.-Godfrey-4x3-1-48055137541f426e806580820a0baaf5.jpg,"['1 pound collard greens - rinsed, trimmed and chopped', '2 cups water', '1 tablespoon olive oil', '0.75 cup chopped onions', '8 cloves garlic, chopped', '1 tablespoon olive oil', '1.5 cups sliced green bell pepper', '1 tablespoon fresh lemon juice', '1 teaspoon salt', '0.5 teaspoon ground turmeric', '0.5 teaspoon paprika', '0.5 teaspoon ground allspice', '2 tablespoons minced fresh ginger root']",6 servings,"{'calories': '88 kcal', 'carbohydrateContent': '10 g', 'fiberContent': '4 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '408 mg', 'sugarContent': '2 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",usa,southern,side,579.93,18.65,31.54,70.09
Good New Orleans Creole Gumbo,https://www.allrecipes.com/recipe/216888/good-new-orleans-creole-gumbo/,https://www.allrecipes.com/thmb/afkNubfLvEbYQGofrb-S1S0YRYs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/216888-Good-New-Orleans-Creole-Gumbo-mfs_005-1-e2a586ac68e640f8b9642c839d487aa5.jpg,"['1 cup all-purpose flour', '0.75 cup bacon drippings', '1 cup coarsely chopped celery', '1 large onion, coarsely chopped', '1 large green bell pepper, coarsely chopped', '2 cloves garlic, minced', '1 pound andouille sausage, sliced', '3 quarts water', '6 cubes beef bouillon', '1 tablespoon white sugar', 'salt to taste', '2 tablespoons hot pepper sauce (such as Tabasco®), or to taste', ""0.5 teaspoon Cajun seasoning blend (such as Tony Chachere's®), or to taste"", '4 bay leaves', '0.5 teaspoon dried thyme leaves', '1 (14.5 ounce) can stewed tomatoes', '1 (6 ounce) can tomato sauce', '4 teaspoons file powder, divided', '2 tablespoons bacon drippings', '2 (10 ounce) packages frozen cut okra, thawed', '2 tablespoons distilled white vinegar', '1 pound lump crabmeat', '3 pounds uncooked medium shrimp, peeled and deveined', '2 tablespoons Worcestershire sauce']",20 servings,"{'calories': '283 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '143 mg', 'fiberContent': '2 g', 'proteinContent': '21 g', 'saturatedFatContent': '6 g', 'sodiumContent': '853 mg', 'sugarContent': '3 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",usa,cajun_creole,"na,soups_and_stews",4723.54,507.1,185.84,237.59
Good New Orleans Creole Gumbo,https://www.allrecipes.com/recipe/216888/good-new-orleans-creole-gumbo/,https://www.allrecipes.com/thmb/afkNubfLvEbYQGofrb-S1S0YRYs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/216888-Good-New-Orleans-Creole-Gumbo-mfs_005-1-e2a586ac68e640f8b9642c839d487aa5.jpg,"['1 cup all-purpose flour', '0.75 cup bacon drippings', '1 cup coarsely chopped celery', '1 large onion, coarsely chopped', '1 large green bell pepper, coarsely chopped', '2 cloves garlic, minced', '1 pound andouille sausage, sliced', '3 quarts water', '6 cubes beef bouillon', '1 tablespoon white sugar', 'salt to taste', '2 tablespoons hot pepper sauce (such as Tabasco®), or to taste', ""0.5 teaspoon Cajun seasoning blend (such as Tony Chachere's®), or to taste"", '4 bay leaves', '0.5 teaspoon dried thyme leaves', '1 (14.5 ounce) can stewed tomatoes', '1 (6 ounce) can tomato sauce', '4 teaspoons file powder, divided', '2 tablespoons bacon drippings', '2 (10 ounce) packages frozen cut okra, thawed', '2 tablespoons distilled white vinegar', '1 pound lump crabmeat', '3 pounds uncooked medium shrimp, peeled and deveined', '2 tablespoons Worcestershire sauce']",20 servings,"{'calories': '283 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '143 mg', 'fiberContent': '2 g', 'proteinContent': '21 g', 'saturatedFatContent': '6 g', 'sodiumContent': '853 mg', 'sugarContent': '3 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",usa,na,na,4723.54,507.1,185.84,237.59
Good New Orleans Creole Gumbo,https://www.allrecipes.com/recipe/216888/good-new-orleans-creole-gumbo/,https://www.allrecipes.com/thmb/afkNubfLvEbYQGofrb-S1S0YRYs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/216888-Good-New-Orleans-Creole-Gumbo-mfs_005-1-e2a586ac68e640f8b9642c839d487aa5.jpg,"['1 cup all-purpose flour', '0.75 cup bacon drippings', '1 cup coarsely chopped celery', '1 large onion, coarsely chopped', '1 large green bell pepper, coarsely chopped', '2 cloves garlic, minced', '1 pound andouille sausage, sliced', '3 quarts water', '6 cubes beef bouillon', '1 tablespoon white sugar', 'salt to taste', '2 tablespoons hot pepper sauce (such as Tabasco®), or to taste', ""0.5 teaspoon Cajun seasoning blend (such as Tony Chachere's®), or to taste"", '4 bay leaves', '0.5 teaspoon dried thyme leaves', '1 (14.5 ounce) can stewed tomatoes', '1 (6 ounce) can tomato sauce', '4 teaspoons file powder, divided', '2 tablespoons bacon drippings', '2 (10 ounce) packages frozen cut okra, thawed', '2 tablespoons distilled white vinegar', '1 pound lump crabmeat', '3 pounds uncooked medium shrimp, peeled and deveined', '2 tablespoons Worcestershire sauce']",20 servings,"{'calories': '283 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '143 mg', 'fiberContent': '2 g', 'proteinContent': '21 g', 'saturatedFatContent': '6 g', 'sodiumContent': '853 mg', 'sugarContent': '3 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",usa,southern,"soups_and_stews,soups_and_stews",4723.54,507.1,185.84,237.59
Good Ol' Alabama Sweet Tea,https://www.allrecipes.com/recipe/77555/good-ol-alabama-sweet-tea/,https://www.allrecipes.com/thmb/7ikQqwHtey2M2nTyBim7Q6_oNsI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3599264-74fb721b661444e68bebcaa37bc5a4f2.jpg,"['2 cups sugar', '0.5 gallon water', '1 tray ice cubes', '3 family sized teabags of orange pekoe tea', '3 cups cold water, or as needed']",16 servings,"{'calories': '97 kcal', 'carbohydrateContent': '25 g', 'sodiumContent': '4 mg', 'sugarContent': '25 g', 'unsaturatedFatContent': '0 g'}",usa,state_al,na,1621.94,1.27,0.21,419.08
Good Old-Fashioned Pancakes,https://www.allrecipes.com/recipe/21014/good-old-fashioned-pancakes/,https://www.allrecipes.com/thmb/WqWggh6NwG-r8PoeA3OfW908FUY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/21014-Good-old-Fashioned-Pancakes-mfs_001-1fa26bcdedc345f182537d95b6cf92d8.jpg,"['1.5 cups all-purpose flour', '3.5 teaspoons baking powder', '1 tablespoon white sugar', '0.25 teaspoon salt, or more to taste', '1.25 cups milk', '3 tablespoons butter, melted', '1 egg']",8 servings,"{'calories': '158 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '38 mg', 'fiberContent': '1 g', 'proteinContent': '5 g', 'saturatedFatContent': '3 g', 'sodiumContent': '504 mg', 'sugarContent': '4 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,na,1268.91,36.08,47.18,175.12
Good for You Greek Salad,https://www.allrecipes.com/recipe/14341/good-for-you-greek-salad/,https://www.allrecipes.com/thmb/_Zpd0_vdzL8Lwlp0GYe99PMK9RE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3551901-6bf768c2f1cc4996ac17832cd6017864.jpg,"['3 large ripe tomatoes, chopped', '2 cucumbers, peeled and chopped', '1 small red onion, chopped', '0.25 cup olive oil', '4 teaspoons lemon juice', '1.5 teaspoons dried oregano', 'salt and pepper to taste', '1 cup crumbled feta cheese', '6 black Greek olives, pitted and sliced']",6 servings,"{'calories': '187 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '22 mg', 'fiberContent': '2 g', 'proteinContent': '5 g', 'saturatedFatContent': '5 g', 'sodiumContent': '347 mg', 'sugarContent': '4 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",european,greek,"na,salad",1105.2,29.99,91.52,51.77
Good for You Greek Salad,https://www.allrecipes.com/recipe/14341/good-for-you-greek-salad/,https://www.allrecipes.com/thmb/_Zpd0_vdzL8Lwlp0GYe99PMK9RE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3551901-6bf768c2f1cc4996ac17832cd6017864.jpg,"['3 large ripe tomatoes, chopped', '2 cucumbers, peeled and chopped', '1 small red onion, chopped', '0.25 cup olive oil', '4 teaspoons lemon juice', '1.5 teaspoons dried oregano', 'salt and pepper to taste', '1 cup crumbled feta cheese', '6 black Greek olives, pitted and sliced']",6 servings,"{'calories': '187 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '22 mg', 'fiberContent': '2 g', 'proteinContent': '5 g', 'saturatedFatContent': '5 g', 'sodiumContent': '347 mg', 'sugarContent': '4 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",middle_eastern,mediterranean,na,1105.2,29.99,91.52,51.77
Good for You Greek Salad,https://www.allrecipes.com/recipe/14341/good-for-you-greek-salad/,https://www.allrecipes.com/thmb/_Zpd0_vdzL8Lwlp0GYe99PMK9RE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3551901-6bf768c2f1cc4996ac17832cd6017864.jpg,"['3 large ripe tomatoes, chopped', '2 cucumbers, peeled and chopped', '1 small red onion, chopped', '0.25 cup olive oil', '4 teaspoons lemon juice', '1.5 teaspoons dried oregano', 'salt and pepper to taste', '1 cup crumbled feta cheese', '6 black Greek olives, pitted and sliced']",6 servings,"{'calories': '187 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '22 mg', 'fiberContent': '2 g', 'proteinContent': '5 g', 'saturatedFatContent': '5 g', 'sodiumContent': '347 mg', 'sugarContent': '4 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,"salad,salad",1105.2,29.99,91.52,51.77
Good for You Greek Salad,https://www.allrecipes.com/recipe/14341/good-for-you-greek-salad/,https://www.allrecipes.com/thmb/_Zpd0_vdzL8Lwlp0GYe99PMK9RE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3551901-6bf768c2f1cc4996ac17832cd6017864.jpg,"['3 large ripe tomatoes, chopped', '2 cucumbers, peeled and chopped', '1 small red onion, chopped', '0.25 cup olive oil', '4 teaspoons lemon juice', '1.5 teaspoons dried oregano', 'salt and pepper to taste', '1 cup crumbled feta cheese', '6 black Greek olives, pitted and sliced']",6 servings,"{'calories': '187 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '22 mg', 'fiberContent': '2 g', 'proteinContent': '5 g', 'saturatedFatContent': '5 g', 'sodiumContent': '347 mg', 'sugarContent': '4 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",usa,state_wa,na,1105.2,29.99,91.52,51.77
Gooey Butter Cake I,https://www.allrecipes.com/recipe/7459/gooey-butter-cake-i/,https://www.allrecipes.com/thmb/hCPeU6rxeaqbsmy_sXa3nVF7nJY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1073735-3ea21336062648288887b769d04ffad2.jpg,"['1 (18.25 ounce) package yellow cake mix', '4 eggs', '1 cup butter', ""2 cups confectioners' sugar"", '8 ounces cream cheese']",24 servings,"{'calories': '245 kcal', 'carbohydrateContent': '27 g', 'cholesterolContent': '62 mg', 'fiberContent': '0 g', 'proteinContent': '3 g', 'saturatedFatContent': '8 g', 'sodiumContent': '236 mg', 'sugarContent': '19 g', 'fatContent': '14 g', 'servingSize': '1 (9x13 inch) cake', 'unsaturatedFatContent': '0 g'}",usa,state_mo,na,5604.25,61.19,300.35,680.66
Gooey Red Velvet Cheesecake Bars,https://www.allrecipes.com/recipe/256342/gooey-red-velvet-cheesecake-bars/,https://www.allrecipes.com/thmb/CYDLE0Z-T3xZEcR3wP0t3ZaTMWA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3033823-5b62f8c196d442218997929af10fd153.jpg,"['1.3333333730698 (16.5 ounce) packages red velvet cake mix', '1 cup butter, melted', '2 eggs, divided', '2 egg yolks, divided', '2 (8 ounce) packages cream cheese, softened', '0.5 cup sour cream', '0.5 cup white sugar', '1 teaspoon vanilla extract']",16 servings,"{'calories': '419 kcal', 'carbohydrateContent': '39 g', 'cholesterolContent': '113 mg', 'fiberContent': '1 g', 'proteinContent': '5 g', 'saturatedFatContent': '16 g', 'sodiumContent': '414 mg', 'sugarContent': '6 g', 'fatContent': '28 g', 'unsaturatedFatContent': '0 g'}",usa,southern,dessert,5799.92,70.03,489.56,301.12
Goong Tod Kratiem Prik Thai (Prawns Fried with Garlic and White Pepper),https://www.allrecipes.com/recipe/245888/goong-tod-kratiem-prik-thai-prawns-fried-with-garlic-and-white-pepper/,https://www.allrecipes.com/thmb/QAjig5I2_XPanrHlFr2IXMeBU9w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3224366-816ed7f3402943f990400bd05627db12.jpg,"['8 cloves garlic, chopped, or more to taste', '2 tablespoons tapioca flour', '2 tablespoons fish sauce', '2 tablespoons light soy sauce', '1 tablespoon white sugar', '0.5 teaspoon ground white pepper', '0.25 cup vegetable oil, divided, or as needed', '1 pound whole unpeeled prawns, divided']",4 servings,"{'calories': '377 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '157 mg', 'fiberContent': '1 g', 'proteinContent': '21 g', 'saturatedFatContent': '4 g', 'sodiumContent': '1118 mg', 'sugarContent': '4 g', 'fatContent': '25 g', 'unsaturatedFatContent': '0 g'}",asian,thai,main,1192.6,109.42,62.54,44.37
Gorgonzola and Olive Stuffed Grape Leaves,https://www.allrecipes.com/recipe/66459/gorgonzola-and-olive-stuffed-grape-leaves/,https://www.allrecipes.com/thmb/m1BteV4eT0en8XzHh6PaLrzD6ZQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5064458-03fa4865864a4f69bdeb6114d6da4f98.jpg,"['0.75 cup chopped green olives', '0.75 cup chopped kalamata olives', '0.5 cup crumbled Gorgonzola cheese', '0.75 cup chopped macadamia nuts', '5 tablespoons chopped fresh basil leaves', '4 roma (plum) tomatoes, seeded and chopped', '1 red bell pepper, chopped', '3.5 tablespoons chopped fresh garlic', '2 tablespoons brown sugar', 'salt to taste', 'ground black pepper to taste', '1 (8 ounce) jar grape leaves packed in brine']",20 servings,"{'calories': '91 kcal', 'carbohydrateContent': '5 g', 'cholesterolContent': '5 mg', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '2 g', 'sodiumContent': '606 mg', 'sugarContent': '2 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",european,greek,appetizer,1785.94,40.34,148.84,104.41
Gorgonzola and Olive Stuffed Grape Leaves,https://www.allrecipes.com/recipe/66459/gorgonzola-and-olive-stuffed-grape-leaves/,https://www.allrecipes.com/thmb/m1BteV4eT0en8XzHh6PaLrzD6ZQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5064458-03fa4865864a4f69bdeb6114d6da4f98.jpg,"['0.75 cup chopped green olives', '0.75 cup chopped kalamata olives', '0.5 cup crumbled Gorgonzola cheese', '0.75 cup chopped macadamia nuts', '5 tablespoons chopped fresh basil leaves', '4 roma (plum) tomatoes, seeded and chopped', '1 red bell pepper, chopped', '3.5 tablespoons chopped fresh garlic', '2 tablespoons brown sugar', 'salt to taste', 'ground black pepper to taste', '1 (8 ounce) jar grape leaves packed in brine']",20 servings,"{'calories': '91 kcal', 'carbohydrateContent': '5 g', 'cholesterolContent': '5 mg', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '2 g', 'sodiumContent': '606 mg', 'sugarContent': '2 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,"appetizer,appetizer",1785.94,40.34,148.84,104.41
